Files already downloaded and verified
Files already downloaded and verified

  0%|          | 0/1563 [00:00<?, ?step/s]
[ 1 / 20 ], Loss:2.3042, Acc:0.0938:   0%|          | 0/1563 [00:01<?, ?step/s]
[ 1 / 20 ], Loss:2.3042, Acc:0.0938:   0%|          | 1/1563 [00:01<46:58,  1.80s/step]
[ 1 / 20 ], Loss:2.3014, Acc:0.1250:  13%|█▎        | 196/1563 [00:04<00:15, 90.61step/s]
[ 1 / 20 ], Loss:2.3109, Acc:0.0000:  13%|█▎        | 196/1563 [00:04<00:15, 90.61step/s]
[ 1 / 20 ], Loss:2.3042, Acc:0.0938:  13%|█▎        | 196/1563 [00:04<00:15, 90.61step/s]
[ 1 / 20 ], Loss:2.2906, Acc:0.0938:  13%|█▎        | 196/1563 [00:04<00:15, 90.61step/s]
[ 1 / 20 ], Loss:2.2906, Acc:0.0938:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3070, Acc:0.1562:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3112, Acc:0.0000:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.2994, Acc:0.0000:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.2876, Acc:0.1875:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3077, Acc:0.1562:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3003, Acc:0.1250:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3031, Acc:0.0625:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3049, Acc:0.0938:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3087, Acc:0.1250:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3017, Acc:0.1250:  13%|█▎        | 206/1563 [00:04<00:16, 84.00step/s]
[ 1 / 20 ], Loss:2.3017, Acc:0.1250:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.3089, Acc:0.0625:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.2912, Acc:0.1562:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.2956, Acc:0.1562:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.3071, Acc:0.0312:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.3007, Acc:0.0938:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.2981, Acc:0.1875:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.3057, Acc:0.0000:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.2974, Acc:0.1250:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.2914, Acc:0.1562:  14%|█▍        | 216/1563 [00:04<00:15, 87.07step/s]
[ 1 / 20 ], Loss:2.2914, Acc:0.1562:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.3221, Acc:0.0938:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.2928, Acc:0.1250:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.2967, Acc:0.1250:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.3119, Acc:0.0625:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.3009, Acc:0.0625:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.2828, Acc:0.1562:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.3079, Acc:0.0938:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.2984, Acc:0.0938:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.3159, Acc:0.0625:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.2910, Acc:0.1875:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.2996, Acc:0.0938:  14%|█▍        | 225/1563 [00:04<00:15, 85.71step/s]
[ 1 / 20 ], Loss:2.2996, Acc:0.0938:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.3070, Acc:0.0312:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.3081, Acc:0.0625:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.3078, Acc:0.0938:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.3113, Acc:0.0625:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.3088, Acc:0.0625:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.2885, Acc:0.0938:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.2962, Acc:0.0938:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.2963, Acc:0.1250:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.3014, Acc:0.0625:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.2965, Acc:0.1562:  15%|█▌        | 236/1563 [00:04<00:14, 91.55step/s]
[ 1 / 20 ], Loss:2.2965, Acc:0.1562:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.2922, Acc:0.0938:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.3045, Acc:0.1562:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.3056, Acc:0.1250:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.2940, Acc:0.1250:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.3050, Acc:0.0938:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.3061, Acc:0.0938:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.2951, Acc:0.0938:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.2959, Acc:0.1250:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.2803, Acc:0.1562:  16%|█▌        | 246/1563 [00:04<00:16, 82.27step/s]
[ 1 / 20 ], Loss:2.2803, Acc:0.1562:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.2997, Acc:0.0312:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.3000, Acc:0.0625:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.2991, Acc:0.0312:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.3014, Acc:0.0625:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.2856, Acc:0.1875:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.2950, Acc:0.1250:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.3009, Acc:0.0938:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.3026, Acc:0.0625:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.3047, Acc:0.0625:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.2837, Acc:0.1875:  16%|█▋        | 255/1563 [00:04<00:18, 71.53step/s]
[ 1 / 20 ], Loss:2.2837, Acc:0.1875:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.3047, Acc:0.0000:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.2970, Acc:0.0000:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.3005, Acc:0.0938:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.2983, Acc:0.1875:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.2942, Acc:0.1875:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.2951, Acc:0.0938:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.3120, Acc:0.0312:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.3096, Acc:0.0938:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.2997, Acc:0.1250:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.3055, Acc:0.0938:  17%|█▋        | 265/1563 [00:04<00:17, 76.14step/s]
[ 1 / 20 ], Loss:2.3055, Acc:0.0938:  18%|█▊        | 275/1563 [00:04<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.3026, Acc:0.0312:  18%|█▊        | 275/1563 [00:04<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.2999, Acc:0.0625:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.2970, Acc:0.1875:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.2910, Acc:0.2188:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.3035, Acc:0.0938:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.2925, Acc:0.0938:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.2892, Acc:0.2188:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.2888, Acc:0.0938:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.3128, Acc:0.0312:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.3160, Acc:0.0938:  18%|█▊        | 275/1563 [00:05<00:15, 80.89step/s]
[ 1 / 20 ], Loss:2.3160, Acc:0.0938:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.3137, Acc:0.0000:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.3046, Acc:0.0000:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.3053, Acc:0.0000:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.3107, Acc:0.0312:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.3037, Acc:0.0938:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.3007, Acc:0.0625:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.2996, Acc:0.1875:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.2991, Acc:0.0938:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.2926, Acc:0.1250:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.2979, Acc:0.0625:  18%|█▊        | 285/1563 [00:05<00:15, 85.06step/s]
[ 1 / 20 ], Loss:2.2979, Acc:0.0625:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.3106, Acc:0.0625:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.3043, Acc:0.0938:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.3026, Acc:0.0938:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.2967, Acc:0.2188:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.2981, Acc:0.0938:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.3225, Acc:0.0312:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.2910, Acc:0.1875:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.3000, Acc:0.0625:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.2950, Acc:0.0938:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.3044, Acc:0.0625:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.2918, Acc:0.0938:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.3064, Acc:0.0312:  19%|█▉        | 295/1563 [00:05<00:15, 79.78step/s]
[ 1 / 20 ], Loss:2.3064, Acc:0.0312:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.2857, Acc:0.2188:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.3055, Acc:0.1875:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.3022, Acc:0.0625:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.3052, Acc:0.0938:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.3090, Acc:0.0625:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.2952, Acc:0.0938:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.2939, Acc:0.2188:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.3002, Acc:0.0938:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.3092, Acc:0.0312:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.2900, Acc:0.0938:  20%|█▉        | 307/1563 [00:05<00:14, 87.87step/s]
[ 1 / 20 ], Loss:2.2900, Acc:0.0938:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.3020, Acc:0.0938:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.2925, Acc:0.0938:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.2981, Acc:0.1562:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.2814, Acc:0.2188:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.2835, Acc:0.0938:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.2951, Acc:0.0938:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.2961, Acc:0.2188:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.3090, Acc:0.0938:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.3092, Acc:0.1250:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.2966, Acc:0.1875:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.3125, Acc:0.0625:  20%|██        | 317/1563 [00:05<00:13, 89.11step/s]
[ 1 / 20 ], Loss:2.3125, Acc:0.0625:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.2848, Acc:0.1562:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.2971, Acc:0.0625:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.2991, Acc:0.0312:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.3094, Acc:0.1250:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.2957, Acc:0.0938:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.3021, Acc:0.1875:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.2854, Acc:0.2188:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.3018, Acc:0.0938:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.2983, Acc:0.1250:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.2953, Acc:0.2188:  21%|██        | 328/1563 [00:05<00:13, 93.79step/s]
[ 1 / 20 ], Loss:2.2953, Acc:0.2188:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.3022, Acc:0.0625:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.3062, Acc:0.0625:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.2909, Acc:0.0938:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.3081, Acc:0.1250:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.2890, Acc:0.0625:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.2989, Acc:0.1875:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.2974, Acc:0.1562:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.3069, Acc:0.1250:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.3014, Acc:0.2188:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.2880, Acc:0.1875:  22%|██▏       | 338/1563 [00:05<00:13, 93.68step/s]
[ 1 / 20 ], Loss:2.2880, Acc:0.1875:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.2970, Acc:0.1562:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.3003, Acc:0.1250:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.3010, Acc:0.0312:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.3068, Acc:0.0312:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.2887, Acc:0.0938:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.3086, Acc:0.0625:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.2889, Acc:0.2500:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.2978, Acc:0.1562:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.3003, Acc:0.1562:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.2953, Acc:0.1250:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.2870, Acc:0.1562:  22%|██▏       | 348/1563 [00:05<00:14, 84.42step/s]
[ 1 / 20 ], Loss:2.2870, Acc:0.1562:  23%|██▎       | 359/1563 [00:05<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.2914, Acc:0.0312:  23%|██▎       | 359/1563 [00:05<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.2869, Acc:0.1875:  23%|██▎       | 359/1563 [00:05<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.2979, Acc:0.1250:  23%|██▎       | 359/1563 [00:05<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.3146, Acc:0.0625:  23%|██▎       | 359/1563 [00:05<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.2985, Acc:0.0312:  23%|██▎       | 359/1563 [00:05<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.3019, Acc:0.0938:  23%|██▎       | 359/1563 [00:05<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.2910, Acc:0.0938:  23%|██▎       | 359/1563 [00:05<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.2918, Acc:0.1875:  23%|██▎       | 359/1563 [00:06<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.2997, Acc:0.0938:  23%|██▎       | 359/1563 [00:06<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.3019, Acc:0.0625:  23%|██▎       | 359/1563 [00:06<00:13, 87.28step/s]
[ 1 / 20 ], Loss:2.3019, Acc:0.0625:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.3043, Acc:0.0938:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.3017, Acc:0.0625:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.3004, Acc:0.1250:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.2965, Acc:0.1875:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.3030, Acc:0.0625:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.2982, Acc:0.0625:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.2843, Acc:0.1250:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.3024, Acc:0.0938:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.3022, Acc:0.1250:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.2915, Acc:0.1562:  24%|██▎       | 369/1563 [00:06<00:14, 84.33step/s]
[ 1 / 20 ], Loss:2.2915, Acc:0.1562:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.2948, Acc:0.0625:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.3005, Acc:0.1250:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.2910, Acc:0.1562:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.2958, Acc:0.1250:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.2874, Acc:0.1875:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.2890, Acc:0.2188:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.2923, Acc:0.2188:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.2963, Acc:0.0625:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.3045, Acc:0.1875:  24%|██▍       | 379/1563 [00:06<00:13, 85.52step/s]
[ 1 / 20 ], Loss:2.3045, Acc:0.1875:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2857, Acc:0.0938:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2926, Acc:0.1562:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2928, Acc:0.1250:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2876, Acc:0.1250:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2862, Acc:0.1250:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2855, Acc:0.1250:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.3008, Acc:0.0312:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2950, Acc:0.0312:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2883, Acc:0.0938:  25%|██▍       | 388/1563 [00:06<00:13, 84.57step/s]
[ 1 / 20 ], Loss:2.2883, Acc:0.0938:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
[ 1 / 20 ], Loss:2.2853, Acc:0.1562:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
[ 1 / 20 ], Loss:2.3186, Acc:0.0625:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
[ 1 / 20 ], Loss:2.3115, Acc:0.0312:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
[ 1 / 20 ], Loss:2.2826, Acc:0.0938:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
[ 1 / 20 ], Loss:2.2973, Acc:0.0938:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
[ 1 / 20 ], Loss:2.2862, Acc:0.1562:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
[ 1 / 20 ], Loss:2.2948, Acc:0.1562:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
[ 1 / 20 ], Loss:2.2885, Acc:0.1250:  25%|██▌       | 397/1563 [00:06<00:14, 80.00step/s]
